恵迪寮,,,10,名詞,一般,*,*,*,*,恵迪寮,けいてきりょう,けいてきりょう
恵迪,,,15,名詞,一般,*,*,*,*,恵迪,けいてき,けいてき
我等,,,10,名詞,一般,*,*,*,*,我等,われら,われら
生命,,,10,名詞,一般,*,*,*,*,生命,いのち,いのち
原始林,,,10,名詞,一般,*,*,*,*,原始林,もり,もり
楡陵,,,10,名詞,一般,*,*,*,*,楡陵,おか,おか
来し,,,10,名詞,一般,*,*,*,*,来し,こし,こし
われ等,,,10,名詞,一般,*,*,*,*,われ等,われら,われら
吾等,,,10,名詞,一般,*,*,*,*,吾等,われら,われら
